headline,pub_date,web_url,snippet,lead_paragraph,source
Kuwait Is Awash in Oil Money. But It Can’t Keep the Power on.,2024-09-08T04:01:14+0000,https://www.nytimes.com/2024/09/08/world/middleeast/kuwait-power-cuts-climate.html,"The Persian Gulf nation has instituted rolling blackouts to cope with surging summer electricity demand, stirring frustration among citizens.","Kuwait, perched atop around 6 percent of global oil reserves, is one of the world’s wealthiest states and a major energy exporter.",The New York Times
Rafting a Western River With the Next Generation,2024-09-06T09:04:53+0000,https://www.nytimes.com/2024/09/06/travel/rafting-montana-glacier-bay.html,"On a family trip in Montana, a father shares a tradition with his two sons even as climate change threatens the certainty of the rivers he grew up running.",Rivers soak into your bones.,The New York Times
A Heat Pump Can Cut Your Emissions. But Read This Before You Switch.,2024-09-03T18:33:08+0000,https://www.nytimes.com/2024/09/03/climate/switching-to-a-heat-pump.html,A Times climate reporter recounts his journey to switch his home’s HVAC system to a climate-friendly heat pump.,"You’ve probably heard the pitch for heat pumps: They can cut greenhouse gas emissions by more than half compared with traditional gas-powered HVAC systems. They’ll save you money because you’ll pay less for energy. And, thanks to the tax credits passed by Congress in 2022, they’re more affordable than ever. What’s not to love?",The New York Times
"Mr. Greedy, Father to Many African Penguins at Maryland Zoo, Dies at 33",2024-09-07T22:26:10+0000,https://www.nytimes.com/2024/09/07/us/greedy-penguin-dies-maryland.html,"An African penguin who left many offspring in his long life, he belonged to the largest colony of the aquatic bird species in North America, according to the zoo.","The popular African penguin known as Mr. Greedy, a fixture of the Maryland Zoo who had sired many offspring and left “an astounding 230 descendants” over five generations, has died after an age-related decline in his health, the zoo said in a statement.",The New York Times
Solar Farms Have a Superpower Beyond Clean Energy,2024-09-05T09:00:51+0000,https://www.nytimes.com/2024/09/05/climate/solar-power-pollinators-wildlife.html,"The sites fight climate change and can help with another global crisis: the collapse of nature. But so far, efforts to nurture wildlife habitat have been spotty.",It’s not your average solar farm.,The New York Times
They’re Sizing Up Earth’s Lungs. It Takes Tape Measures and Tree Climbing.,2024-09-07T09:01:50+0000,https://www.nytimes.com/2024/09/07/climate/amazon-forest-carbon-colombia.html,A small team in a remote corner of Colombia is surveying every tree in an effort to better understand how much planet-warming carbon the Amazon actually stores.,"With the help of a small rope tied around his ankles, Eugenio Sánchez, lithe at age 50, shimmied himself all the way up a towering tree like a human inchworm, his chest heaving from the exertion, just to pick a few leaves.",The New York Times
"Two Years After Deadly Floods Hit Pakistan, It’s Happening Again",2024-09-04T04:01:17+0000,https://www.nytimes.com/2024/09/04/world/asia/pakistan-floods.html,Millions of people still recovering from the devastation of 2022 are bracing for the possibility of losing what they’ve rebuilt.,"One recent evening, as heavy monsoon rains pounded down, Fauzia and her extended family of 15 huddled under a makeshift tent, its top patched with large plastic sheets.",The New York Times
Climate-Friendly Meat? Regulators Tighten Scrutiny of Label Buzzwords.,2024-08-29T20:48:59+0000,https://www.nytimes.com/2024/08/29/climate/usda-meat-chicken-climate-labels.html,"The new guidelines from the Agriculture Department encourage third-party assessments of environment-related claims, which have come under fire.",Climate-smart. Regeneratively grown. Sustainable. ,The New York Times
"Record Rainfall Spoils Crops in China, Rattling Its Leaders",2024-09-02T06:06:41+0000,https://www.nytimes.com/2024/09/02/world/asia/china-rainfall-crops.html,Some vegetables cost more than they have in five years. Top Chinese officials have made a point of showing that they’re doing something about it.,"After weeks of drought, farmers in the typically arid agricultural belt in northern China were ill prepared for the torrential rain that inundated fields earlier this summer and decimated their crops of eggplant, cucumbers and cabbage.",The New York Times
Was This the Summer European Tourism Reached a Breaking Point?,2024-09-02T09:02:34+0000,https://www.nytimes.com/2024/09/02/travel/europe-tourism-backlash.html,Overwhelmed destinations made high-season visitors the targets of a major tourism backlash. Heat waves and fires only added to the pressure.,Protesters staging hunger strikes against tourism developments. Local officials threatening to cut off water to illegal vacation rentals. Residents spraying tourists with water pistols.,The New York Times
"I Swore Off Air-Conditioning, and You Can, Too",2024-08-31T11:00:06+0000,https://www.nytimes.com/2024/08/31/opinion/heat-wave-air-conditioning-climate-change.html,"The more time we can spend outside or inside without the air-conditioner blasting, the better prepared we’ll be — both to slow climate change and to adapt to it.","Whenever people ask me how my wife and I have endured 25 Kansas summers almost entirely without air-conditioning, I like to say we do it because air-conditioning makes it too hot outside. We’re not ascetics, Luddites or misers; we just want to keep living comfortably, indoors and out.",The New York Times
Business Group Sues Texas Officials Over Law That Shields Oil Industry,2024-08-30T20:20:53+0000,https://www.nytimes.com/2024/08/30/climate/texas-esg-lawsuit.html,The suit challenges a measure that prohibits state entities like retirement funds from doing business with firms that “boycott energy companies.”,A liberal business group sued Texas officials this week in a major challenge to a 2021 law that bars state entities from doing business with investment firms that the state comptroller says are boycotting energy companies.,The New York Times
"When the Flash Flood Comes With Godlike Velocity, Why Do I Stay and Watch?",2024-08-31T11:00:39+0000,https://www.nytimes.com/2024/08/31/opinion/flash-floods-arizona-utah-climate-change.html,This series of floods didn’t force us to leave. But the next ones might.,"Something is coming. I smell it before I hear it, and I hear it before I see it.",The New York Times
5 Takeaways From Our Reporting on Toxic Sludge Fertilizer,2024-08-31T09:04:45+0000,https://www.nytimes.com/2024/08/31/climate/takeaways-pfas-sludge-fertilizer.html,"The Times dug into the widespread use of sewage sludge as fertilizer, which is sometimes heavily contaminated by “forever chemicals.”","For decades, the government has encouraged farmers across the United States to spread sewage sludge on their cropland and pastures. But now there’s a growing awareness that sludge fertilizer can contain heavy concentrations of “forever chemicals” linked to cancer, birth defects and other health risks.",The New York Times
"100-Plus Tons of Dead Fish, and Their Smell, Swamp a Greek Port City",2024-08-29T17:44:11+0000,https://www.nytimes.com/2024/08/29/world/europe/dead-fish-greece.html,The mass deaths of the fish were most likely caused by climate change. The vacation area and its businesses have been suffering since.,"Authorities in central Greece said on Thursday that they had dredged more than 100 tons of dead fish from the waters around the port of Volos, a scenic summer destination, after a mass die-off of fish that is believed to be linked to climate change.",The New York Times
Silicon Valley Wants to Fight Fires With Fire,2024-08-30T09:01:38+0000,https://www.nytimes.com/2024/08/30/business/wildfires-startups-silicon-valley.html,How some high-tech entrepreneurs are trying to use new forms of technology to solve the problem of mega-wildfires in the age of climate change.,"This is the tinder box of the Sierra Nevada. It’s early June, the temperature is 97 degrees Fahrenheit and the air shimmers over dead trees choked in brush. In the Stanislaus National Forest, logging roads wind through firs and ponderosa pines, past 20-foot-tall burn piles — tons of scrap wood not worth bringing to a sawmill. They’ve been assembled by workers on the front line of the fight against forest fires: a timber crew thinning these woods for the U.S. Forest Service and a tech start-up that’s trying to automate the enormous machines the crew relies on.",The New York Times
Turbine Blades Have Piled Up in Landfills. A Solution May Be Coming.,2024-08-30T12:33:59+0000,https://www.nytimes.com/2024/08/30/climate/wind-turbine-recycling-climate.html,Wind power has a waste problem that has been difficult to solve. Turbine blades made from a new plant-based material could make them recyclable.,The blades on the newest wind turbines sweep an area longer than a football field and are nearly impossible to recycle.,The New York Times
Quotation of the Day: Extreme Weather Is Increasing Risk of Collapse for U.S. Bridges,2024-09-04T05:11:59+0000,https://www.nytimes.com/2024/09/04/pageoneplus/quotation-of-the-day-extreme-weather-is-increasing-risk-of-collapse-for-us-bridges.html,"Quotation of the Day for Wednesday, September 4, 2024.","“It’s getting so hot that the pieces that hold the concrete and steel, those bridges can literally fall apart like Tinkertoys.”",The New York Times
"Netanyahu Unwavering on Cease-Fire, and Putin Visits Mongolia",2024-09-03T10:00:12+0000,https://www.nytimes.com/2024/09/03/podcasts/netanyahu-cease-fire-putin-mongolia.html,"Plus, battling mpox in Congo.",On Today’s Episode:,The New York Times
"Corrections: Aug. 31, 2024",2024-08-31T07:00:38+0000,https://www.nytimes.com/2024/08/31/pageoneplus/corrections-aug-31-2024.html,"Corrections that appeared in print on Saturday, Aug. 31, 2024.","An article on Friday about a court ruling in South Korea that ordered the government to take stronger action on Climate Change misstated an aspect of the court’s ruling. It gave the National Assembly until the end of February 2026, not February 2025, to revise the Carbon Neutral Act.",The New York Times
"Pope, 87, Embarks on ‘Physical Test’ in Grueling Asia Tour",2024-09-02T09:05:15+0000,https://www.nytimes.com/2024/09/02/world/asia/pope-francis-asia-trip.html,"The 11-day trip, a signal that Francis does not intend to slow down, requires nearly 45 hours of air travel and meetings in tropical climates.","Pope Francis left Monday on an 11-day trip to the Asia-Pacific region, the longest and among the most complicated of his tenure. It could be particularly challenging for Francis, 87, who has been using a wheelchair and battling health problems.",The New York Times
"What’s Going On in This Graph? | Sept. 11, 2024",2024-09-05T18:30:02+0000,https://www.nytimes.com/2024/09/05/learning/whats-going-on-in-this-graph-sept-11-2024.html,America isn’t making electricity the way it did two decades ago. How have energy sources changed since 2001?,The above graph of the power produced by energy source between 2001 and 2023 was previously published in a New York Times article. Comparable graphs were published for each of the 50 states.,The New York Times
Surprising New Research Links Infant Mortality to Crashing Bat Populations,2024-09-05T18:00:03+0000,https://www.nytimes.com/2024/09/05/climate/bats-pesticides-infant-mortality.html,"Without bats to eat insects, farmers turned to more pesticides, a study found. That appears to have increased infant deaths.",The connections are commonsense but the conclusion is shocking.,The New York Times
"Only the First Amendment Can Protect Students, Campuses and Speech",2024-09-06T09:06:59+0000,https://www.nytimes.com/2024/09/06/opinion/first-amendment-campus-protest.html,Colleges and universities are democracy’s greatest arsenal. They do not need the unanimity of the graveyard.,"Last spring, protests at numerous American universities, prompted by the ongoing conflict in the Middle East, produced fierce debates over freedom of speech on campus.",The New York Times
Tuesday Briefing,2024-09-03T04:08:43+0000,https://www.nytimes.com/2024/09/03/briefing/israel-protests-biden-harris.html,Protests and work stoppages in Israel.,"Prime Minister Benjamin Netanyahu of Israel rebuffed calls from allies, protesters and the families of hostages for an immediate cease-fire in Gaza that would facilitate the return of hostages, doubling down on his refusal to agree to a truce that would involve Israel’s withdrawal from the territory.",The New York Times
100 Degrees at Midnight: California Coast Swelters in ‘Concerning’ Heat,2024-09-06T09:00:16+0000,https://www.nytimes.com/2024/09/06/us/heat-wave-california-night-temperatures.html,"Temperatures in the region were forecast to remain high into the weekend, with more than 31 million people under excessive heat warnings.","Temperatures hovered above 100 degrees Fahrenheit along parts of the California coast early Friday, creating unbearable conditions past midnight as officials warned that the excessive heat would last through the weekend.",The New York Times
Assessing JD Vance’s Appeals to the Middle Class on the Campaign Trail,2024-09-02T14:13:13+0000,https://www.nytimes.com/2024/09/02/us/politics/jd-vance-middle-class-fact-check.html,The Republican vice-presidential nominee has assailed Vice President Kamala Harris’s policies and positions with inaccurate claims.,"JD Vance, the Republican vice-presidential nominee who rose to fame detailing his Appalachian roots in a best-selling memoir, has made appeals to working-class and middle-class voters a core tenet of his campaign messaging.",The New York Times
"Pedro Almodóvar, Julianne Moore and Tilda Swinton on ‘The Room Next Door’",2024-09-04T14:00:09+0000,https://www.nytimes.com/2024/09/04/movies/pedro-almodovar-julianne-moore-tilda-swinton-the-room-next-door-venice.html,"The director’s first English-language feature inspires talk of beauty, hope and more collaborations.","At Monday night’s Venice after-party for “The Room Next Door,” Pedro Almodóvar beamed at his leading ladies as they beamed back.",The New York Times
Naked Emperors and Crypto Campaign Cash,2024-08-29T23:00:08+0000,https://www.nytimes.com/2024/08/29/opinion/cryptocurrency-election.html,Why a mostly useless industry dominates corporate political spending.,"Once upon a time there was an emperor who loved being fashion-forward. So he was receptive to some fast-talking tailors who promised to make him a suit out of new, high-technology fabric — a suit so comfortable that it would feel as if he were wearing nothing at all. “Fortune favors the brave,” they told him.",The New York Times
The Hurricane Season Was Supposed to Be Busy. What Happened?,2024-09-04T21:27:34+0000,https://www.nytimes.com/2024/09/04/weather/hurricane-season-forecast-september.html,An intermission in hurricanes across the Atlantic has people wondering where the predicted storms are.,"Halfway through an Atlantic hurricane season that forecasters expected would be one of the most active on record, there has been a considerable interlude in storms during what is typically the busiest portion of the season, leaving observers to wonder if the forecast was a bust — or if the worst may be yet to come.",The New York Times
Is Hydrogen the Missing Piece in Solving the World’s Energy Puzzle?,2024-09-04T01:55:43+0000,https://www.nytimes.com/paidpost/hyundai/is-hydrogen-the-missing-piece-in-solving-the-worlds-energy-puzzle.html,"A unique hydrogen ecosystem strategy is making the prospect of a hydrogen society increasingly feasible.
",,N/A
Thursday Briefing: Ukraine Reshuffles its Government,2024-09-04T20:46:32+0000,https://www.nytimes.com/2024/09/04/briefing/ukraine-russia-disinformation-grenfell.html,"Plus, Daniel Dae Kim takes a risk.","Ukraine’s president, Volodymyr Zelensky, laid out plans for the broadest reshuffling of his cabinet since the war began two years ago. The country’s foreign minister was one of half a dozen senior officials who offered their resignation yesterday, and a new list of minsters is expected today.  ",The New York Times
Hunter Biden Pleaded Guilty,2024-09-05T21:39:37+0000,https://www.nytimes.com/2024/09/05/briefing/hunter-biden-pleaded-guilty-nfl-season.html,"Also, teenage vaping dropped to a 10-year low. Here’s the latest at the end of Thursday.","Hunter Biden, the president’s son, pleaded guilty today to nine federal tax charges in Los Angeles. He told his lawyers that he did not want to subject his family to another round of humiliation after his wrenching gun trial in Delaware nearly three months ago.",The New York Times
How Harris Wins (and Trump and the Republicans Blow It),2024-09-04T09:03:05+0000,https://www.nytimes.com/2024/09/04/opinion/harris-win-election-trump.html,"To understand Harris’s success, you have to think about Marie Kondo and her ruthless minimalism about clutter.","It’s Nov. 6, 2024, the morning after Election Day.",The New York Times
Walz’s Pennsylvania Campaign Swing Underscores Challenges in the Battleground,2024-09-06T00:19:44+0000,https://www.nytimes.com/2024/09/05/us/politics/tim-walz-pennsylvania-democrats.html,"With his daughter, Hope, in tow, Gov. Tim Walz made stops in red-leaning parts of a state that both parties see as critical to victory, but his events featured limited interactions with voters.","Gov. Tim Walz of Minnesota on Thursday capped two days of crisscrossing Pennsylvania, talking up Vice President Kamala Harris’s experience, taking shots at former President Donald J. Trump and making his now familiar pleas to voters that they fight for freedom with optimism.",The New York Times
Friday Briefing,2024-08-30T03:52:33+0000,https://www.nytimes.com/2024/08/29/briefing/harris-cnn-interview-israel-mpox.html,Kamala Harris’s interview with CNN.,The presidential election is less than 70 days away. This is what we’re watching.,The New York Times
Trump Floats Coverage Mandate for I.V.F. Treatment,2024-08-30T00:40:14+0000,https://www.nytimes.com/2024/08/29/us/politics/trump-ivf-michigan.html,"The former president, who frequently takes credit for helping to overturn Roe v. Wade, has been trying to reposition himself on the issue of reproductive access","The week after Democrats spent much of their national convention attacking him over his position on abortion rights and reproductive health, former President Donald J. Trump said on Thursday that he would require insurance companies or the federal government to pay for all costs associated with in vitro fertilization treatments if he is elected in November.",The New York Times
Yuval Noah Harari: What Happens When the Bots Compete for Your Love?,2024-09-04T09:03:19+0000,https://www.nytimes.com/2024/09/04/opinion/yuval-harari-ai-democracy.html,The world will soon be flooded with fake humans.,"Democracy is a conversation. Its function and survival depend on the available information technology. For most of history, no technology existed for holding large-scale conversations among millions of people. In the premodern world, democracies existed only in small city-states like Rome and Athens, or in even smaller tribes. Once a polity grew large, the democratic conversation collapsed, and authoritarianism remained the only alternative.",The New York Times
